node1,node2,node1_string_internal_id,node2_string_internal_id,node1_external_id,node2_external_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
ATG8H,AT1G10900,619780,608902,3702.AT3G06420.1,3702.AT1G10900.1,0,0,0,0,0.081,0.045,0,0.531,0.552
ACP5,AT4G01130,631321,624735,3702.AT5G27200.1,3702.AT4G01130.1,0,0,0,0,0,0,0,0.552,0.552
AT5G44630,MYB57,632558,619234,3702.AT5G44630.1,3702.AT3G01530.1,0,0,0,0,0.054,0,0,0.546,0.552
TSC10A,LYM2,619742,615858,3702.AT3G06060.1,3702.AT2G17120.1,0,0,0,0,0,0,0,0.552,0.552
IPP2,NPQ1,619368,608645,3702.AT3G02780.1,3702.AT1G08550.1,0,0,0,0,0,0,0,0.552,0.552
CER3,FAR2,633991,620333,3702.AT5G57800.1,3702.AT3G11980.1,0,0,0,0,0,0,0,0.552,0.552
BSK3,DWF4,624684,623232,3702.AT4G00710.1,3702.AT3G50660.1,0,0,0,0,0,0,0,0.552,0.552
CDS5,DGAT2,624276,623328,3702.AT3G60620.1,3702.AT3G51520.1,0,0,0,0,0,0,0,0.552,0.552
CAC2,GPDHC1,631568,618469,3702.AT5G35360.3,3702.AT2G41540.2,0,0,0,0,0.087,0,0,0.529,0.552
ACBP5,ACX1,631365,626194,3702.AT5G27630.1,3702.AT4G16760.1,0.156,0,0,0,0.051,0.049,0,0.481,0.552
DWF4,GA3OX1,623232,609403,3702.AT3G50660.1,3702.AT1G15550.1,0,0,0,0,0,0,0,0.552,0.552
HL,AT3G26380,633621,621935,3702.AT5G54390.1,3702.AT3G26380.1,0,0,0,0,0,0,0,0.552,0.552
TAG1,At1g06080,616101,608379,3702.AT2G19450.1,3702.AT1G06080.1,0,0,0,0,0.108,0,0,0.518,0.552
FADA,DGD1,627312,620299,3702.AT4G27030.1,3702.AT3G11670.1,0,0,0,0,0.087,0,0,0.53,0.552
AT5G22490,CER2,630843,627039,3702.AT5G22490.1,3702.AT4G24510.1,0,0,0,0,0,0,0,0.552,0.552
GLY1,ACLA-3,618369,608736,3702.AT2G40690.1,3702.AT1G09430.1,0.054,0,0,0,0.046,0,0,0.544,0.552
GA1,ISPD,624925,615069,3702.AT4G02780.1,3702.AT2G02500.1,0,0,0,0,0,0,0,0.552,0.552
DWF4,ST4A,623232,615673,3702.AT3G50660.1,3702.AT2G14920.1,0,0,0,0,0,0,0,0.552,0.552
AT5G38160,AT5G10160,631836,629661,3702.AT5G38160.1,3702.AT5G10160.1,0,0,0,0,0,0,0,0.552,0.552
GPDHp,GLB1,632097,624821,3702.AT5G40610.1,3702.AT4G01900.1,0,0,0,0,0.097,0,0,0.525,0.552
PLDGAMMA1,mtLPD2,625612,620931,3702.AT4G11850.1,3702.AT3G17240.1,0.069,0,0,0,0.086,0,0,0.515,0.551
AOS,CLH1,632323,609820,3702.AT5G42650.1,3702.AT1G19670.1,0,0,0,0,0.409,0,0,0.272,0.551
G6PD5,DXPS1,622041,621399,3702.AT3G27300.2,3702.AT3G21500.2,0.178,0,0,0,0.093,0.156,0,0.372,0.551
CYP86B1,KCS9,630920,615774,3702.AT5G23190.1,3702.AT2G16280.1,0,0,0,0,0,0,0,0.551,0.551
ABI5,RGA1,617890,614974,3702.AT2G36270.1,3702.AT2G01570.1,0,0,0,0,0,0,0,0.551,0.551
SQD2,FTA,628751,624153,3702.AT5G01220.1,3702.AT3G59380.1,0,0,0,0,0,0,0,0.551,0.551
DGK7,AT4G19380,627675,626487,3702.AT4G30340.1,3702.AT4G19380.1,0,0,0,0,0,0,0,0.551,0.551
BKI1,DWF1,632333,621215,3702.AT5G42750.1,3702.AT3G19820.2,0,0,0,0,0,0,0,0.551,0.551
PCAP1,SETH1,626580,617751,3702.AT4G20260.4,3702.AT2G34980.1,0,0,0,0,0,0,0,0.551,0.551
mtACP3,ACP4,632882,627096,3702.AT5G47630.2,3702.AT4G25050.2,0,0,0,0,0,0,0,0.551,0.551
ATGA2OX3,RGA1,617706,614974,3702.AT2G34555.1,3702.AT2G01570.1,0,0,0,0,0,0,0,0.551,0.551
DGAT2,LACS1,623328,619070,3702.AT3G51520.1,3702.AT2G47240.1,0,0,0,0,0.048,0,0,0.547,0.551
TT2,CAC2,631589,631568,3702.AT5G35550.1,3702.AT5G35360.3,0,0,0,0,0,0,0,0.551,0.551
VPS15,AT2G01690,627571,614987,3702.AT4G29380.1,3702.AT2G01690.2,0,0,0,0,0,0,0.36,0.328,0.551
CLA1,G6PD3,626048,610306,3702.AT4G15560.1,3702.AT1G24280.1,0.178,0,0,0,0.093,0.156,0,0.372,0.551
G6PD6,CLA1,632113,626048,3702.AT5G40760.1,3702.AT4G15560.1,0.178,0,0,0,0.093,0.156,0,0.372,0.551
NOA1,TED4,622886,616861,3702.AT3G47450.1,3702.AT2G26670.1,0,0,0,0,0,0,0,0.551,0.551
CER10,AT3G15870,623738,620783,3702.AT3G55360.1,3702.AT3G15870.1,0,0,0,0,0.082,0.232,0,0.414,0.551
AT3G62120,LHCA4,624448,622888,3702.AT3G62120.1,3702.AT3G47470.1,0,0,0,0,0,0,0,0.551,0.551
G6PD6,DXPS1,632113,621399,3702.AT5G40760.1,3702.AT3G21500.2,0.178,0,0,0,0.093,0.156,0,0.372,0.551
G6PD2,DXPS3,629930,629787,3702.AT5G13110.1,3702.AT5G11380.1,0.178,0,0,0,0.093,0.156,0,0.372,0.551
AGF1,BCE2,628226,619827,3702.AT4G35390.1,3702.AT3G06850.1,0,0,0,0,0,0,0,0.551,0.551
AT5G42740,AT3G13930,632332,620566,3702.AT5G42740.1,3702.AT3G13930.1,0.069,0,0,0,0.126,0,0,0.493,0.551
SMO1-1,SMT2,625641,609885,3702.AT4G12110.1,3702.AT1G20330.1,0,0,0,0,0.093,0.319,0,0.332,0.551
PDCB1,SLD1,634341,624384,3702.AT5G61130.1,3702.AT3G61580.1,0,0,0,0,0.042,0,0,0.551,0.551
CLA1,G6PD5,626048,622041,3702.AT4G15560.1,3702.AT3G27300.2,0.178,0,0,0,0.093,0.156,0,0.372,0.551
AT4G19380,DGK3,626487,616028,3702.AT4G19380.1,3702.AT2G18730.1,0,0,0,0,0,0,0,0.551,0.551
AT5G47720,RTNLB19,632892,616819,3702.AT5G47720.4,3702.AT2G26260.1,0,0,0,0,0.133,0.048,0,0.5,0.551
FAD3,AAPT1,617205,609187,3702.AT2G29980.1,3702.AT1G13560.1,0,0,0,0,0,0,0,0.551,0.551
CBR,IPP2,630414,619368,3702.AT5G17770.1,3702.AT3G02780.1,0,0,0,0,0.088,0,0,0.527,0.551
ORP3B,PVA12,620041,618848,3702.AT3G09300.1,3702.AT2G45140.1,0,0,0,0,0.057,0.519,0,0.09,0.551
PDCB1,PDS3,634341,625872,3702.AT5G61130.1,3702.AT4G14210.1,0,0,0,0,0,0,0,0.551,0.551
DXPS3,G6PD5,629787,622041,3702.AT5G11380.1,3702.AT3G27300.2,0.178,0,0,0,0.093,0.156,0,0.372,0.551
LACS7,ACP4,631361,627096,3702.AT5G27600.1,3702.AT4G25050.2,0.091,0,0,0,0,0,0,0.527,0.551
G6PD2,DXPS1,629930,621399,3702.AT5G13110.1,3702.AT3G21500.2,0.178,0,0,0,0.093,0.156,0,0.372,0.551
AT5G56100,SMO1-3,633806,626848,3702.AT5G56100.1,3702.AT4G22753.2,0,0,0,0,0,0,0,0.551,0.551
OLEO1,AT4G16155,627104,626122,3702.AT4G25140.1,3702.AT4G16155.1,0,0,0,0,0,0,0,0.551,0.551
AT5G47720,AT2G43420,632892,618663,3702.AT5G47720.4,3702.AT2G43420.1,0,0,0,0,0.133,0.048,0,0.5,0.551
G6PD2,CLA1,629930,626048,3702.AT5G13110.1,3702.AT4G15560.1,0.178,0,0,0,0.093,0.156,0,0.372,0.551
GPAT7,LPP3,629268,619349,3702.AT5G06090.1,3702.AT3G02600.1,0,0,0,0,0,0,0,0.551,0.551
DXPS3,G6PD3,629787,610306,3702.AT5G11380.1,3702.AT1G24280.1,0.178,0,0,0,0.093,0.156,0,0.372,0.551
FAR7,CYP86A2,630836,624647,3702.AT5G22420.1,3702.AT4G00360.1,0,0,0,0,0,0,0,0.551,0.551
G6PD1,DXPS3,631620,629787,3702.AT5G35790.1,3702.AT5G11380.1,0.178,0,0,0,0.093,0.156,0,0.372,0.551
LACS1,CYP86A8,619070,618933,3702.AT2G47240.1,3702.AT2G45970.1,0,0,0,0,0.093,0.049,0,0.522,0.551
G6PD6,DXPS3,632113,629787,3702.AT5G40760.1,3702.AT5G11380.1,0.178,0,0,0,0.093,0.156,0,0.372,0.551
G6PD1,DXPS1,631620,621399,3702.AT5G35790.1,3702.AT3G21500.2,0.178,0,0,0,0.093,0.156,0,0.372,0.551
mtLPD2,GPDHC1,620931,618469,3702.AT3G17240.1,3702.AT2G41540.2,0.181,0,0,0,0,0.046,0,0.472,0.551
AT5G16240,GLB1,630251,624821,3702.AT5G16240.1,3702.AT4G01900.1,0,0,0,0,0,0,0,0.551,0.551
PIP5K9,ATG8H,620103,619780,3702.AT3G09920.3,3702.AT3G06420.1,0,0,0,0,0.081,0.045,0,0.53,0.551
MYB29,G3Pp1,629434,622883,3702.AT5G07690.1,3702.AT3G47420.1,0,0,0,0,0,0,0,0.551,0.551
DXPS1,G6PD3,621399,610306,3702.AT3G21500.2,3702.AT1G24280.1,0.178,0,0,0,0.093,0.156,0,0.372,0.551
DGK4,AT4G19380,633978,626487,3702.AT5G57690.1,3702.AT4G19380.1,0,0,0,0,0,0,0,0.551,0.551
LFY,FPF1,634417,631100,3702.AT5G61850.1,3702.AT5G24860.1,0,0,0,0,0,0,0,0.551,0.551
CYP86A1,KCS19,634106,629105,3702.AT5G58860.1,3702.AT5G04530.1,0,0,0,0,0,0,0,0.55,0.55
PLDDELTA,DWF4,628272,623232,3702.AT4G35790.1,3702.AT3G50660.1,0,0,0,0,0,0,0,0.55,0.55
GPDHp,MOD1,632097,615365,3702.AT5G40610.1,3702.AT2G05990.2,0,0,0,0,0.262,0.048,0,0.411,0.55
PVA12,ORP1A,618848,617317,3702.AT2G45140.1,3702.AT2G31020.1,0,0,0,0,0.056,0.519,0,0.09,0.55
LFY,GAI,634417,609337,3702.AT5G61850.1,3702.AT1G14920.1,0,0,0,0,0,0,0,0.55,0.55
BRL2,BSU1,615017,608101,3702.AT2G01950.1,3702.AT1G03445.1,0,0,0,0,0,0.139,0,0.499,0.55
SQD2,AT3G23480,628751,621621,3702.AT5G01220.1,3702.AT3G23480.2,0.051,0,0,0,0,0,0,0.546,0.55
FUS3,FAD2,621984,620348,3702.AT3G26790.1,3702.AT3G12120.1,0,0,0,0,0,0,0,0.55,0.55
FAD6,PDE320,627740,619838,3702.AT4G30950.1,3702.AT3G06960.1,0,0,0,0,0,0,0,0.55,0.55
PDX2,PEX12,634277,619551,3702.AT5G60540.1,3702.AT3G04460.1,0,0,0,0,0,0,0,0.55,0.55
G18F,KING1,633657,623006,3702.AT5G54730.1,3702.AT3G48530.1,0,0,0,0,0,0,0,0.55,0.55
ACS,LpxA,631710,627586,3702.AT5G36880.2,3702.AT4G29540.2,0.05,0,0,0,0,0,0,0.546,0.55
CER10,KCS9,623738,615774,3702.AT3G55360.1,3702.AT2G16280.1,0,0,0,0,0,0,0,0.55,0.55
FPS1,AT2G43420,632897,618663,3702.AT5G47770.1,3702.AT2G43420.1,0,0,0,0,0.119,0,0,0.511,0.55
MK,CRTISO,631348,608455,3702.AT5G27450.2,3702.AT1G06820.1,0,0,0,0,0,0,0,0.55,0.55
FPS2,AT2G43420,626239,618663,3702.AT4G17190.1,3702.AT2G43420.1,0,0,0,0,0.119,0,0,0.511,0.55
CBL2,AT2G33640,633794,617609,3702.AT5G55990.1,3702.AT2G33640.1,0,0,0,0,0.048,0,0,0.547,0.55
FAR7,PAS2,630836,629694,3702.AT5G22420.1,3702.AT5G10480.3,0,0,0,0,0,0,0,0.55,0.55
GA20OX3,AT2G39540,629381,618240,3702.AT5G07200.1,3702.AT2G39540.1,0,0,0,0,0,0,0,0.55,0.55
FPS2,RTNLB19,626239,616819,3702.AT4G17190.1,3702.AT2G26260.1,0,0,0,0,0.119,0,0,0.511,0.55
CAC2,FaTA,631568,621797,3702.AT5G35360.3,3702.AT3G25110.1,0,0,0,0,0.052,0,0,0.545,0.55
CAC2,FAD2,631568,620348,3702.AT5G35360.3,3702.AT3G12120.1,0,0,0,0,0.08,0,0,0.53,0.549
CAC3,FAD3,618083,617205,3702.AT2G38040.1,3702.AT2G29980.1,0,0,0,0,0.051,0,0,0.544,0.549
PSY,OHP,630357,628848,3702.AT5G17230.3,3702.AT5G02120.1,0,0,0,0,0.549,0,0,0,0.549
MOD1,GPAT1,615365,608427,3702.AT2G05990.2,3702.AT1G06520.1,0,0,0,0,0,0,0,0.549,0.549
KASI,GAPC1,632736,619515,3702.AT5G46290.3,3702.AT3G04120.1,0.05,0,0,0,0.086,0,0,0.522,0.549
GPA1,LPP1,616824,614935,3702.AT2G26300.1,3702.AT2G01180.1,0,0,0,0,0,0,0,0.549,0.549
LPP3,GPA1,619349,616824,3702.AT3G02600.1,3702.AT2G26300.1,0,0,0,0,0,0,0,0.549,0.549
KCS16,SLD2,628103,618955,3702.AT4G34250.1,3702.AT2G46210.1,0,0,0,0,0.081,0,0,0.53,0.549
BCCP2,ATS2,630176,627699,3702.AT5G15530.1,3702.AT4G30580.1,0.177,0,0,0,0,0,0,0.474,0.549
AT3G05510,AT2G45670,619672,618903,3702.AT3G05510.1,3702.AT2G45670.1,0,0,0,0,0,0,0,0.549,0.549
SVL4,LPP4,634020,621038,3702.AT5G58050.1,3702.AT3G18220.1,0.054,0,0,0,0.125,0,0,0.499,0.549
AT3G54250,COAD,623622,615981,3702.AT3G54250.1,3702.AT2G18250.1,0,0,0,0,0.042,0,0,0.548,0.548
SMO2-1,5PTASE13,608516,608329,3702.AT1G07420.1,3702.AT1G05630.1,0,0,0,0,0,0.048,0,0.545,0.548
mtLPD2,At2g20860,620931,616260,3702.AT3G17240.1,3702.AT2G20860.1,0.182,0,0.232,0,0.056,0,0,0.328,0.548
mtACP3,AT4G13050,632882,625737,3702.AT5G47630.2,3702.AT4G13050.1,0,0,0,0,0,0,0,0.548,0.548
MK,NPQ1,631348,608645,3702.AT5G27450.2,3702.AT1G08550.1,0,0,0,0,0,0,0,0.548,0.548
APG1,MENG,624582,610210,3702.AT3G63410.1,3702.AT1G23360.1,0,0,0,0,0.085,0,0,0.527,0.548
PSY,DXPS3,630357,629787,3702.AT5G17230.3,3702.AT5G11380.1,0,0,0,0,0,0,0,0.548,0.548
SQD2,AT3G23510,628751,621623,3702.AT5G01220.1,3702.AT3G23510.1,0.051,0,0,0,0,0,0,0.543,0.548
CSY2,PKP-ALPHA,624089,621558,3702.AT3G58750.1,3702.AT3G22960.1,0.086,0,0,0,0.052,0.156,0,0.455,0.548
RWP1,At4g25700,632143,627167,3702.AT5G41040.1,3702.AT4G25700.1,0,0,0,0,0,0,0,0.548,0.548
mtACP3,FaTA,632882,621797,3702.AT5G47630.2,3702.AT3G25110.1,0,0,0,0,0,0,0,0.548,0.548
PGI1,VTC4,627050,619377,3702.AT4G24620.1,3702.AT3G02870.1,0,0,0,0,0.108,0,0,0.515,0.548
FAD7,TAG1,620246,616101,3702.AT3G11170.1,3702.AT2G19450.1,0,0,0,0,0,0,0,0.548,0.548
SET27,PKL,617388,616703,3702.AT2G31650.1,3702.AT2G25170.1,0,0,0,0,0.126,0.139,0,0.448,0.548
SQS1,IM,628148,626792,3702.AT4G34640.1,3702.AT4G22260.1,0,0,0,0,0,0,0,0.548,0.548
PVA12,ORP1D,618848,609146,3702.AT2G45140.1,3702.AT1G13170.2,0,0,0,0,0.049,0.519,0,0.09,0.547
ZAC,OPR3,626665,615372,3702.AT4G21160.3,3702.AT2G06050.2,0,0,0,0,0,0.547,0,0,0.547
SAG101,UGT84A2,630113,621405,3702.AT5G14930.2,3702.AT3G21560.1,0,0,0,0,0,0,0,0.547,0.547
KCS20,CER1,632455,607967,3702.AT5G43760.1,3702.AT1G02205.3,0,0,0,0,0,0,0,0.547,0.547
GPAT8,TAG1,624651,616101,3702.AT4G00400.1,3702.AT2G19450.1,0,0,0,0,0,0,0,0.547,0.547
AT2G34590,LACS8,617711,615245,3702.AT2G34590.1,3702.AT2G04350.1,0,0,0,0,0,0,0,0.547,0.547
BSK1,EDR2,628209,626453,3702.AT4G35230.1,3702.AT4G19040.2,0,0,0,0,0,0,0,0.547,0.547
FAD5,AT2G04540,620781,615265,3702.AT3G15850.1,3702.AT2G04540.1,0,0,0,0,0,0,0,0.547,0.547
MAPR3,PLC8,623042,622871,3702.AT3G48890.1,3702.AT3G47290.1,0,0,0,0,0,0,0,0.547,0.547
AAPT2,MOD1,621842,615365,3702.AT3G25585.4,3702.AT2G05990.2,0,0,0,0,0,0.048,0,0.544,0.547
AT4G38690,FP6,628575,628565,3702.AT4G38690.1,3702.AT4G38580.1,0,0,0,0,0,0,0,0.547,0.547
AT3G60060,TAG1,624220,616101,3702.AT3G60060.1,3702.AT2G19450.1,0,0,0,0,0,0,0,0.547,0.547
G4,SPS2,623362,609554,3702.AT3G51820.1,3702.AT1G17050.1,0.126,0,0,0,0.225,0,0,0.385,0.547
AT5G42740,AT3G54250,632332,623622,3702.AT5G42740.1,3702.AT3G54250.1,0,0,0,0,0,0,0,0.547,0.547
KCS20,GPAT5,632455,620275,3702.AT5G43760.1,3702.AT3G11430.1,0,0,0,0,0,0,0,0.547,0.547
LPAT2,AT2G04540,623977,615265,3702.AT3G57650.1,3702.AT2G04540.1,0.172,0,0,0,0,0,0,0.475,0.547
RING,RST1,626520,622085,3702.AT4G19700.1,3702.AT3G27670.1,0,0,0,0,0,0,0,0.547,0.547
DGAT2,PSS1,623328,609356,3702.AT3G51520.1,3702.AT1G15110.2,0,0,0,0,0,0,0,0.547,0.547
FAR4,KCS4,622582,609798,3702.AT3G44540.1,3702.AT1G19440.1,0,0,0,0,0,0,0,0.547,0.547
cPT6,REF6,634097,622996,3702.AT5G58782.1,3702.AT3G48430.1,0,0,0,0,0.054,0,0,0.54,0.547
PLDALPHA3,TAG1,631154,616101,3702.AT5G25370.1,3702.AT2G19450.1,0,0,0,0,0.091,0.049,0,0.517,0.546
DWF1,SMO2-2,621215,617142,3702.AT3G19820.2,3702.AT2G29390.1,0,0,0,0,0.144,0,0,0.491,0.546
AT2G01600,EBS3,614977,609538,3702.AT2G01600.1,3702.AT1G16900.1,0,0,0,0,0,0,0,0.546,0.546
IP5PII,AT3G10550,626332,620175,3702.AT4G18010.1,3702.AT3G10550.1,0,0,0,0,0.045,0,0,0.544,0.546
MIPS1,PSD1,628689,626187,3702.AT4G39800.1,3702.AT4G16700.1,0,0,0,0,0.093,0,0,0.521,0.546
MIPS3,PSD1,629662,626187,3702.AT5G10170.1,3702.AT4G16700.1,0,0,0,0,0.093,0,0,0.521,0.546
ACLB-2,GLY1,633084,618369,3702.AT5G49460.1,3702.AT2G40690.1,0.054,0,0,0,0.046,0,0,0.538,0.546
LUT2,SQS1,633905,628148,3702.AT5G57030.1,3702.AT4G34640.1,0,0,0,0,0.047,0,0,0.544,0.546
LPAT2,FAD3,623977,617205,3702.AT3G57650.1,3702.AT2G29980.1,0,0,0,0,0,0,0,0.546,0.546
LpxD2,ACLA-3,626675,608736,3702.AT4G21220.1,3702.AT1G09430.1,0,0,0,0,0,0,0,0.546,0.546
DGL1,BKI1,634940,632333,3702.AT5G66680.1,3702.AT5G42750.1,0,0,0,0,0,0,0,0.546,0.546
CER4,LTPG2,628051,622506,3702.AT4G33790.1,3702.AT3G43720.1,0,0,0,0,0,0,0,0.546,0.546
mtACP3,TAG1,632882,616101,3702.AT5G47630.2,3702.AT2G19450.1,0,0,0,0,0.056,0,0,0.539,0.546
ACX5,AOC4,617827,609158,3702.AT2G35690.1,3702.AT1G13280.1,0,0,0,0,0,0,0,0.546,0.546
ACLB-1,GLY1,619807,618369,3702.AT3G06650.1,3702.AT2G40690.1,0.054,0,0,0,0.046,0,0,0.538,0.546
PLC5,SFC,634087,629950,3702.AT5G58690.1,3702.AT5G13300.1,0,0,0,0,0,0.084,0,0.525,0.546
PLDGAMMA1,LTA3,625612,623404,3702.AT4G11850.1,3702.AT3G52200.2,0,0,0,0,0,0.089,0,0.523,0.546
PSD1,MIPS2,626187,616402,3702.AT4G16700.1,3702.AT2G22240.1,0,0,0,0,0.093,0,0,0.521,0.546
LCB1,RHD4,628340,623322,3702.AT4G36480.1,3702.AT3G51460.1,0,0,0,0,0.081,0.11,0,0.489,0.545
FER,PAC,623331,619157,3702.AT3G51550.1,3702.AT2G48120.1,0,0,0,0,0,0,0,0.545,0.545
TSA2,SQE2,623660,616462,3702.AT3G54640.1,3702.AT2G22830.1,0,0,0,0,0,0,0,0.545,0.545
AT3G23510,LPP3,621623,619349,3702.AT3G23510.1,3702.AT3G02600.1,0.042,0,0,0,0,0,0,0.544,0.545
FAD8,TAG1,629212,616101,3702.AT5G05580.1,3702.AT2G19450.1,0,0,0,0,0,0,0,0.545,0.545
BCCP2,AT2G34590,630176,617711,3702.AT5G15530.1,3702.AT2G34590.1,0.179,0,0,0,0.187,0,0,0.373,0.545
PDE320,ABCI14,619838,609833,3702.AT3G06960.1,3702.AT1G19800.2,0,0,0,0,0,0,0,0.545,0.545
AT5G10160,LACS8,629661,615245,3702.AT5G10160.1,3702.AT2G04350.1,0.058,0,0,0,0,0,0,0.537,0.545
GA20OX3,GAI,629381,609337,3702.AT5G07200.1,3702.AT1G14920.1,0,0,0,0,0,0,0,0.545,0.545
CCD1,GGPS2,624593,616562,3702.AT3G63520.1,3702.AT2G23800.1,0,0,0,0,0,0,0,0.545,0.545
At5g36150,IPP1,631647,630273,3702.AT5G36150.1,3702.AT5G16440.1,0,0,0,0,0.352,0,0,0.328,0.545
ATSAC1B,LCB1,634866,628340,3702.AT5G66020.1,3702.AT4G36480.1,0,0,0,0,0.081,0.11,0,0.489,0.545
COI1,RGA1,618284,614974,3702.AT2G39940.1,3702.AT2G01570.1,0,0,0,0,0.087,0,0,0.523,0.545
SOS5,XYP2,622797,615604,3702.AT3G46550.1,3702.AT2G13820.1,0,0,0,0,0,0,0,0.545,0.545
BRI1,TIR1,628646,624536,3702.AT4G39400.1,3702.AT3G62980.1,0,0,0,0,0.073,0,0,0.53,0.545
FK,CYP710A1,623480,617701,3702.AT3G52940.1,3702.AT2G34500.1,0,0,0,0,0.052,0.175,0,0.465,0.545
PSY,FAD6,630357,627740,3702.AT5G17230.3,3702.AT4G30950.1,0.174,0,0,0,0.351,0,0,0.22,0.545
TAT7,AT5G09300,633572,629565,3702.AT5G53970.1,3702.AT5G09300.1,0.042,0,0,0,0,0,0,0.545,0.545
AT3G44830,FAD3,622619,617205,3702.AT3G44830.1,3702.AT2G29980.1,0,0,0,0,0,0,0,0.545,0.545
At5g36150,IPP2,631647,619368,3702.AT5G36150.1,3702.AT3G02780.1,0,0,0,0,0.352,0,0,0.328,0.545
AT5G11650,PLA2-ALPHA,629817,615394,3702.AT5G11650.1,3702.AT2G06925.1,0,0,0,0,0,0,0,0.545,0.545
MRN1,IPP2,632317,619368,3702.AT5G42600.1,3702.AT3G02780.1,0,0,0,0,0.352,0,0,0.328,0.545
LpxD1,ACLA-3,625142,608736,3702.AT4G05210.1,3702.AT1G09430.1,0,0,0,0,0,0,0,0.545,0.545
ARV2,RHD4,624774,623322,3702.AT4G01510.1,3702.AT3G51460.1,0,0,0,0,0.056,0,0,0.538,0.545
ATHATPLC1G,AT4G34930,634085,628177,3702.AT5G58670.1,3702.AT4G34930.1,0,0,0,0,0,0,0,0.545,0.545
PAH2,FaTA,632349,621797,3702.AT5G42870.1,3702.AT3G25110.1,0,0,0,0,0,0,0,0.545,0.545
ATSAC1B,ARV2,634866,624774,3702.AT5G66020.1,3702.AT4G01510.1,0,0,0,0,0.056,0,0,0.538,0.545
KCS16,AT4G13840,628103,625824,3702.AT4G34250.1,3702.AT4G13840.1,0,0,0,0,0,0,0,0.545,0.545
PEX1,AIM1,629519,627528,3702.AT5G08470.1,3702.AT4G29010.1,0,0,0,0,0.044,0.094,0,0.516,0.544
AT3G54250,AT2G43420,623622,618663,3702.AT3G54250.1,3702.AT2G43420.1,0,0,0,0,0.092,0,0,0.519,0.544
PEX1,MFP2,629519,619828,3702.AT5G08470.1,3702.AT3G06860.1,0,0,0,0,0.044,0.094,0,0.516,0.544
FUS3,CAC3,621984,618083,3702.AT3G26790.1,3702.AT2G38040.1,0,0,0,0,0,0,0,0.544,0.544
AT5G42740,LTA3,632332,623404,3702.AT5G42740.1,3702.AT3G52200.2,0.069,0,0,0,0.095,0,0,0.502,0.544
RWP1,KCS12,632143,617071,3702.AT5G41040.1,3702.AT2G28630.1,0,0,0,0,0,0,0,0.544,0.544
ACX1,HMGS,626194,625608,3702.AT4G16760.1,3702.AT4G11820.2,0,0,0,0,0,0,0,0.544,0.544
E12A11,GA3OX1,609663,609403,3702.AT1G18100.1,3702.AT1G15550.1,0,0,0,0,0,0,0,0.544,0.544
SDP1,ACX4,629053,623364,3702.AT5G04040.1,3702.AT3G51840.1,0.096,0,0,0,0.338,0,0,0.299,0.544
LLG3,HERK1,627447,622771,3702.AT4G28280.2,3702.AT3G46290.1,0,0,0,0,0,0,0,0.544,0.544
CER3,KCS20,633991,632455,3702.AT5G57800.1,3702.AT5G43760.1,0,0,0,0,0.073,0,0,0.529,0.544
NPC3,CCT1,619448,617456,3702.AT3G03520.1,3702.AT2G32260.1,0,0,0,0,0,0,0,0.544,0.544
CHY2,NCED3,633418,620626,3702.AT5G52570.1,3702.AT3G14440.1,0,0,0,0,0,0,0,0.544,0.544
TRFL1,PAH1,622801,620066,3702.AT3G46590.2,3702.AT3G09560.1,0,0,0,0,0,0,0,0.544,0.544
AT3G54250,RTNLB19,623622,616819,3702.AT3G54250.1,3702.AT2G26260.1,0,0,0,0,0.092,0,0,0.519,0.544
T29F13.2,LAG13,617729,609189,3702.AT2G34770.1,3702.AT1G13580.3,0,0,0,0,0.056,0.048,0,0.534,0.544
ACBP1,CER10,633516,623738,3702.AT5G53470.1,3702.AT3G55360.1,0,0,0,0,0,0,0,0.544,0.544
CCD1,ISPD,624593,615069,3702.AT3G63520.1,3702.AT2G02500.1,0,0,0,0,0,0,0,0.544,0.544
DAD1,OPR3,618815,615372,3702.AT2G44810.1,3702.AT2G06050.2,0,0,0,0,0.129,0,0,0.499,0.544
BR6OX2,BES1,622318,609787,3702.AT3G30180.1,3702.AT1G19350.3,0,0,0,0,0,0,0,0.544,0.544
CYCD3;1,DWF1,628093,621215,3702.AT4G34160.1,3702.AT3G19820.2,0,0,0,0,0.183,0,0,0.465,0.544
BRS1,BES1,627702,609787,3702.AT4G30610.1,3702.AT1G19350.3,0,0,0,0,0,0,0,0.544,0.544
ABI2,HAI2,633908,608517,3702.AT5G57050.1,3702.AT1G07430.1,0,0,0,0.864,0.497,0,0,0.699,0.544
HMGS,ACX5,625608,617827,3702.AT4G11820.2,3702.AT2G35690.1,0,0,0,0,0,0,0,0.544,0.544
XYP1,AT5G10160,634650,629661,3702.AT5G64080.1,3702.AT5G10160.1,0,0,0,0,0,0,0,0.544,0.544
AT5G07630,MEE31,629428,619346,3702.AT5G07630.1,3702.AT3G02570.1,0,0,0,0,0,0,0,0.544,0.544
LPD1,GPDHC1,620901,618469,3702.AT3G16950.2,3702.AT2G41540.2,0.181,0,0,0,0.072,0.046,0,0.445,0.544
FAR7,MYB30,630836,622219,3702.AT5G22420.1,3702.AT3G28910.1,0,0,0,0,0,0,0,0.544,0.544
